03/05/19- Gaveta 12 - Channel;CurrentAngular;CurrentLinear;VoltageAngular;VoltageLinear
0;0.9967016607747544;-0.0005723610316221662;11.03996093482396;0.008068891224480188
1;0.9935697626276303;0.00547496824095795;11.015324634747202;0.010142512221402947
2;0.9877688263323882;0.0017350227096198855;11.019501557810027;0.013388333197380226
3;0.999548376560766;0.0005680914971466808;10.989218370118772;0.014685647585262775
4;1.0026947171226386;0.03860390815534155;10.99093627636042;0.018870612001154564
5;0.9946820856919962;0.037157912997165546;11.018514698532151;0.02206361419961663
6;1.0003643516299343;0.041687645062411696;11.014897177361563;0.029526799208395873
7;1.0039229226857387;0.038134324795731395;11.013949567274498;0.02332881755246858
