Channel;CurrentAngular;CurrentLinear;VoltageAngular;VoltageLinear
0;1.00465871865;0.0296048329933;10.9963942239;-0.0110134499585
1;1.00011719926;0.0343924180496;10.9967367836;-0.0113647256978
2;0.99404356581;0.0258205543731;11.0159017262;-0.010663959532
3;0.999400104829;0.0403498611344;11.046984628;0.0114070207802
4;0.997161750822;0.0664007793683;10.9932637013;0.000770019866224
5;0.996784396324;0.0794630510467;11.0348917297;0.00423209079082
6;0.998545782075;0.0674543190337;11.0179765843;0.00999704298554
7;0.993306853169;0.0766800453938;11.0079822125;0.00982649215636
