08/05/19- Gaveta 13 - Channel;CurrentAngular;CurrentLinear;VoltageAngular;VoltageLinear
0;1.005092454558676;0.0013423127752730183;11.034697119827024;0.004258051166851648
1;0.9971912344538901;0.015980087027062252;11.00405053237961;0.005238384821577111
2;0.996665051790993;0.01435472376482231;10.995226487700227;0.0060103386337992115
3;1.0075585650026164;0.011561039000791381;11.01468078775358;0.003740836793357187
4;1.0036420086666276;0.052262490969604156;10.986048392298047;0.007006133270511283
5;1.0024564005231231;0.03561863569286265;11.011598732815848;0.009879796078311132
6;1.0022649937730839;0.03139669839303429;10.98792598869205;0.016979551470178458
7;0.998770072765292;0.03007041449457342;10.99972967847367;0.01458864047415302
