Channel;CurrentAngular;CurrentLinear;VoltageAngular;VoltageLinear
0;0.985688915051;0.0317735308992;11.0072642771;0.0564341790293
1;0.983513161277;-0.00540601565493;10.9651635601;0.0523352279955
2;0.987277056731;0.0413035509641;11.0013598693;0.0553274233514
3;0.985161822624;0.0352070070563;11.0137301867;0.0595238134032
4;0.979682339388;0.0432993896423;11.0074725708;0.075461939278
5;0.982223339911;0.0515895757171;11.0093910317;0.0768009729222
6;0.981432755884;0.0405194665926;10.9976211751;0.0705671601284
7;0.989629663184;0.0510690284891;11.005244172;0.0685065733874
