29/04/19- Gaveta 11 - Channel;CurrentAngular;CurrentLinear;VoltageAngular;VoltageLinear
0;1.0010914254073775;0.021342868226875658;11.00379667887859;0.003959799174594136
1;1.0120325482352461;0.025665282574096622;11.035750902019796;0.0036279171724223295
2;0.9950190992045824;0.01225918566397756;11.006677859892996;0.005206008409460254
3;0.9945214564112147;0.017937908700792926;11.005837440667364;0.008308410474051876
4;1.0001027154032514;0.05930077169152889;10.997923784795338;0.014180187400900815
5;0.9978617215395867;0.0564598031293278;11.01048255479463;0.01947328276910793
6;1.0024670608294919;0.06519306019323506;10.997388139761183;0.027173533028365532
7;0.9999769003358412;0.05447703594563398;11.016867819161547;0.02415527654813547
