03/09/18 - Channel;CurrentAngular;CurrentLinear;VoltageAngular;VoltageLinear
0;1.00931344137;0.0481208881611;11.0155038953;-0.00466105538961
1;1.00098231252;0.0240634542151;11.0130798806;-0.00717675529508
2;1.00261140801;0.0295500971043;11.0231190277;-0.00247641354129
3;1.00801827006;0.0370131866694;11.0123019096;-0.00123988655482
4;1.00664840065;0.0539637026184;11.0075427636;0.00531292211552
5;1.00306323905;0.0558389263757;10.9996645037;0.00936612354744
6;1.00544394146;0.100867868283;11.0028620496;0.0183317583108
7;1.00182926341;0.0840510728569;11.0207079763;0.0093943918943
